company,experiance,city,salary,job_detail,required_skill,job_tittle
unknown company,6 - 8 years,Karnataka,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['test plan preparation', 'test execution', 'test strategy', 'test design', 'software testing', 'regression testing', 'smoke testing', 'access management', 'web services testing', 'functional testing', 'sailpoint', 'agile methodology']",Test Analyst
acl digital,4 - 6 years,Pune,6L_to_10L,"['Role: Post Silicon Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: Any Postgraduate']","['RTOS', 'cortex', 'Usage', 'Coding', 'Product innovation', 'Analytical', 'Consulting', 'Debugging', 'Agile', 'Troubleshooting']",Post Silicon Test Engineer
unknown company,6 - 9 years,Pune,6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Workday', 'software testing', 'regression testing', 'automation testing', 'manual testing', 'functional testing', 'hcm', 'recruitment', 'xml', 'hp alm', 'xslt', 'payroll']",Manual Test Engineer
unknown company,7 - 10 years,Chandigarh,6L_to_10L,"['Role: Test Architect', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: MCA in Any Specialization']","['Software Testing', 'Git', 'debugging', 'Agile methodology', 'API', 'iOS', 'Android', 'Web Service']",Test Architect
unknown company,4 - 6 years,India,6L_to_10L,"['Role: Test Analyst', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['smoke testing', 'test execution', 'sanity testing', 'test design', 'manual testing', 'oracle fusion', 'defect reporting', 'hcm', 'hp quality center', 'security testing', 'oracle bi', 'e2e', 'jira']",Test Analyst
unknown company,5 - 8 years,andrapradesh,6L_to_10L,"['Role: Test Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['Python', 'hive', 'data analysis', 'sql queries', 'performance tuning', 'data warehousing', 'microsoft azure', 'al', 'test execution', 'sql', 'etl testing', 'load testing', 'spark', 'oracle adf', 'bi testing', 'etl', 'unix']",Test Architect
unknown company,5 - 10 years,Uttar Pradesh,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['automation testing', 'test management tool', 'api testing', 'jira', 'automation framework', 'alm', 'software testing', 'cucumber', 'manual testing', 'selenium webdriver', 'functional testing', 'java', 'selenium', 'test planning', 'mf', 'telecom', 'testng']",Automation Test Engineer
unknown company,7 - 10 years,Karnataka,6L_to_10L,"['Role: Test Architect', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Test Framework', 'Jenkins', 'REST', 'Test Automation', 'Powershell', 'Agile', 'Automation Testing', 'Android Studio', 'SOAP']",Test Architect
unknown company,6 - 9 years,Pune,6L_to_10L,"['Role: Manual Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['functional testing', 'workday', 'software testing', 'manual testing']",Manual Test Engineer
unknown company,3 - 6 years,Karnataka,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['defect life cycle', 'java', 'agile', 'api testing', 'rest', 'automation testing', 'test cases', 'soap ui', 'git', 'groovy', 'software testing life cycle', 'powershell', 'jenkins', 'api', 'soap', 'jira', 'agile methodology']",Automation Test Engineer
unknown company,4 - 8 years,Airoli,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['java', 'Quality Assurance', 'agile methodology']",Blockchain Quality Assurance Engineer
qualitykiosk,3 - 5 years,Mumbai,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['automation framework', 'Framework design', 'Core Java', 'Testing tools', 'XML', 'Javascript', 'Performance testing', 'HTTP', 'JSON', 'Troubleshooting']",Blockchain Quality Assurance Engineer
iris solutions,5 - 10 years,Noida,6L_to_10L,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Health insurance', 'Core Java', 'Finance', 'Selenium', 'QA automation', 'White box', 'Testing']",Software Developer in Test
accedo broadband,5 - 10 years,New Delhi,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Automation', 'Coding', 'Functional testing', 'Javascript', 'Data structures', 'Regression testing', 'Selenium', 'Software quality assurance', 'Python']",Automation Test Engineer
acl digital,4 - 6 years,Ahmedabad,6L_to_10L,"['Role: Post Silicon Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: Any Postgraduate']","['RTOS', 'cortex', 'Usage', 'Coding', 'Product innovation', 'Analytical', 'Consulting', 'Debugging', 'Agile', 'Troubleshooting']",Post Silicon Test Engineer
unknown company,7 - 11 years,Maharashtra,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MFA in Any Specialization']","['SailPoint', 'technical writing', 'software development', 'cyberark', 'application design', 'enterprise architecture', 'dbms', 'identity access management', 'sql', 'java', 'iam', 'j2ee', 'servlets', 'software engineering', 'mysql', 'agile', 'protocols']",Blockchain Quality Assurance Engineer
unknown company,7 - 11 years,Karnataka,6L_to_10L,"['Role: Test Architect', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation Testing', 'PowerShell', 'Xcode', 'Appium', 'Quality Engineering', 'SOAP']",Test Architect
se2,7 - 12 years,Noida,6L_to_10L,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation', 'Product engineering', 'Coding', 'OWASP', 'Javascript', 'Application security', 'Open source', 'SDLC', 'Python', 'Penetration testing']",Security Testing Engineer
tryzens india,1 - 5 years,Thiruvananthapuram,6L_to_10L,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']","['JAVA', 'Data Structures', 'E-commerce', 'Appium', 'Manual Testing', 'Shopify', 'SOAP', 'OpenCart', 'API Testing', 'Mobile Testing', 'JavaScript', 'Automation Testing', 'PHP', 'Web Analytics', 'SEO', 'WooCommerce', 'Python']",Test Analyst
ge vernova,6 - 11 years,Hyderabad,6L_to_10L,"['Role: Quality Assurance - Other', 'Industry Type: Industrial Equipment / Machinery', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance - Other', 'UG: Any Graduate, Diploma in Mechanical', 'PG: Any Postgraduate']","['manual testing', 'quality assurance engineering', 'quality assurance', 'customer quality', 'oq', 'software testing', 'quality control', 'data validation', 'regression testing', 'automation testing', 'iq', 'functional testing', 'qc', 'quality engineering']",Quality Assurance
iris solutions,5 - 9 years,Noida,6L_to_10L,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['QA', 'Test case preparation', 'Manual testing', 'Finance', 'Data quality', 'Test case creation']",QA Team Manager
suzva software technologies,2 - 7 years,Mumbai,6L_to_10L,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']","['manual Testing', 'automated Testing', 'penetration testing', 'Quality Assurance']",Security Testing Engineer
ge vernova,4 - 8 years,Hyderabad,6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['automation testing', 'quality engineering', 'test planning', 'testing methodologies', 'continuous integration', 'documentation', 'test cases', 'quality assurance engineering', 'java', 'lean', 'white box testing', 'devops', 'linux', 'agile', 'aws', 'sdlc', 'unix']",Quality Assurance and Testing
iris solutions,5 - 9 years,Noida,6L_to_10L,"['Role: Test Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['QA', 'Data validation', 'Manual testing', 'Test strategy', 'Web testing', 'Test planning', 'Regression testing', 'Agile methodology', 'Test cases', 'JIRA']",Test Architect
algoleap technologies,6 - 11 years,Hyderabad,6L_to_10L,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Backend', 'Manual testing', 'Front end', 'Testing tools', 'Javascript', 'Performance testing', 'Regression testing', 'ui automation', 'Selenium', 'Test cases']",Automation Test Engineer
meta,5 - 10 years,Hyderabad,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Internet', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial, Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Automation', 'Quality improvement', 'orchestration', 'Linux', 'Debugging', 'Infrastructure', 'Hardware', 'Monitoring', 'Android']",Blockchain Quality Assurance Engineer
se2,5 - 10 years,Pune,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['UI development', 'Automation testing', 'CSS', 'Web technologies', 'query', 'Design development', 'Unit testing', 'Troubleshooting', 'Testing']",Blockchain Quality Assurance Engineer
cmv infraprojects,12 - 19 years,Navi Mumbai,9-15 Lacs P.A.,"['Role: Head - QA', 'Industry Type: Engineering & Construction', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Civil Engineering']","['Ready Mix Concrete', 'Cement Plant', 'Concrete Technology', 'Quality Control']",Head
center study science technology policy,0 - 1 years,Bengaluru,6L_to_10L,"['Role: Software Developer in Test (SDET)', 'Industry Type: Analytics / KPO / Research', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, Any Graduate', 'PG: MCA in Computers']","['Backend', 'Front end', 'Version control', 'Django', 'Web development', 'Debugging', 'Javascript', 'HTML', 'Unit testing', 'Python']",Software Developer in Test
onecell diagnostics india,4 - 6 years,Mumbai,6L_to_10L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['SQA', 'Automation', 'Linux', 'Testing tools', 'Debugging', 'Javascript', 'Test planning', 'Selenium', 'Test cases']",Quality Assurance and Testing
leanplum,4 - 6 years,Mumbai,6L_to_10L,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['SAN', 'Backend', 'Mobile technology', 'Javascript', 'Data structures', 'System design', 'Team Leader', 'Troubleshooting', 'Analytics', 'CSS3']",Blockchain Quality Assurance Engineer
